landmark_0_x,landmark_0_y,landmark_0_z,landmark_1_x,landmark_1_y,landmark_1_z,landmark_2_x,landmark_2_y,landmark_2_z,landmark_3_x,landmark_3_y,landmark_3_z,landmark_4_x,landmark_4_y,landmark_4_z,landmark_5_x,landmark_5_y,landmark_5_z,landmark_6_x,landmark_6_y,landmark_6_z,landmark_7_x,landmark_7_y,landmark_7_z,landmark_8_x,landmark_8_y,landmark_8_z,landmark_9_x,landmark_9_y,landmark_9_z,landmark_10_x,landmark_10_y,landmark_10_z,landmark_11_x,landmark_11_y,landmark_11_z,landmark_12_x,landmark_12_y,landmark_12_z,landmark_13_x,landmark_13_y,landmark_13_z,landmark_14_x,landmark_14_y,landmark_14_z,landmark_15_x,landmark_15_y,landmark_15_z,landmark_16_x,landmark_16_y,landmark_16_z,landmark_17_x,landmark_17_y,landmark_17_z,landmark_18_x,landmark_18_y,landmark_18_z,landmark_19_x,landmark_19_y,landmark_19_z,landmark_20_x,landmark_20_y,landmark_20_z
0.553337812423706,0.990170419216156,1.8191819606272475e-07,0.55234295129776,0.8835085034370422,-0.03303312510251999,0.514175534248352,0.7884043455123901,-0.053505707532167435,0.4701515734195709,0.7055889964103699,-0.070491261780262,0.46621623635292053,0.6241719722747803,-0.08465145528316498,0.3852728605270386,0.8522768616676331,0.0007422298076562583,0.34740307927131653,0.8278748989105225,-0.001803008490242064,0.37852808833122253,0.8400006294250488,-0.00928509421646595,0.41130173206329346,0.8583579659461975,-0.01375042274594307,0.37036630511283875,0.9211062788963318,0.01349902618676424,0.34427934885025024,0.8999626040458679,0.02027900703251362,0.3765982985496521,0.906430721282959,0.017243310809135437,0.39917126297950745,0.9152830839157104,0.014155969023704529,0.37047234177589417,0.9831361770629883,0.022034959867596626,0.34784069657325745,0.9538010954856873,0.029485201463103294,0.3726227581501007,0.9593355059623718,0.02986139990389347,0.3946894109249115,0.9700462818145752,0.02838391438126564,0.3793531656265259,1.0291328430175781,0.0272164698690176,0.35416150093078613,1.0040090084075928,0.0386124923825264,0.37433838844299316,1.0087252855300903,0.04689501225948334,0.39293038845062256,1.015916347503662,0.05259215831756592
0.5779863595962524,0.9491544365882874,-9.638662135103004e-08,0.5838144421577454,0.7949683666229248,0.0008728083339519799,0.5473716259002686,0.6899747252464294,0.004196496680378914,0.5019583702087402,0.6103756427764893,0.008285511285066605,0.4754021167755127,0.555293619632721,0.014816999435424805,0.39229080080986023,0.7082679271697998,0.011909516528248787,0.3537065088748932,0.6869823932647705,0.02853360027074814,0.3871386647224426,0.7000745534896851,0.03693990781903267,0.42386487126350403,0.7179374098777771,0.04078766703605652,0.3611097037792206,0.7955100536346436,0.01495357882231474,0.35358139872550964,0.7688127160072327,0.04426560923457146,0.3936297595500946,0.7808804512023926,0.05184316635131836,0.42436477541923523,0.8013066053390503,0.050611674785614014,0.3574283719062805,0.8863447308540344,0.019164204597473145,0.3606555759906769,0.8619520664215088,0.04326089099049568,0.39424270391464233,0.8737897872924805,0.04674847424030304,0.4243088364601135,0.8935879468917847,0.041732028126716614,0.36450254917144775,0.9687249064445496,0.023171301931142807,0.37238383293151855,0.9590792059898376,0.03955443575978279,0.4064183235168457,0.9634413123130798,0.047164998948574066,0.43177297711372375,0.9731355905532837,0.05139279365539551
0.5759507417678833,0.9247103929519653,7.464230833420515e-08,0.5737818479537964,0.7642824649810791,-0.003074303735047579,0.5393749475479126,0.623981773853302,-0.014462773688137531,0.501690685749054,0.5008569955825806,-0.02629329264163971,0.49991893768310547,0.40173858404159546,-0.03733286261558533,0.39293012022972107,0.6398118734359741,0.009825242683291435,0.34818804264068604,0.651617169380188,0.02678588032722473,0.38502028584480286,0.6804155707359314,0.03357154130935669,0.41975393891334534,0.6977899074554443,0.03613438457250595,0.3583593964576721,0.7321146130561829,0.011505359783768654,0.3389016389846802,0.7313500046730042,0.04076743125915527,0.37853720784187317,0.7553648948669434,0.04580629616975784,0.41171878576278687,0.7741942405700684,0.043097056448459625,0.34596097469329834,0.8300867676734924,0.015033852308988571,0.3401828110218048,0.8131864070892334,0.04742230847477913,0.3723023235797882,0.8339800238609314,0.05292316526174545,0.4060433506965637,0.8533591628074646,0.04741430655121803,0.34489724040031433,0.9148252606391907,0.0175120010972023,0.34497031569480896,0.8983421921730042,0.047413118183612823,0.3773646652698517,0.9120529890060425,0.06216059625148773,0.40433692932128906,0.9214015007019043,0.06993342190980911
0.5864062905311584,0.8800524473190308,-2.311676183808231e-08,0.5710670351982117,0.7166561484336853,0.0025349813513457775,0.5283669233322144,0.5847536325454712,-0.007542772218585014,0.48499560356140137,0.4628452658653259,-0.01829899661242962,0.4841974377632141,0.3631806969642639,-0.030012592673301697,0.37866175174713135,0.606093168258667,-0.012602968141436577,0.3401399850845337,0.6137398481369019,-0.0005571308429352939,0.3787539005279541,0.6428117156028748,0.0036825528368353844,0.4108802378177643,0.6600099802017212,0.003330338979139924,0.3480798006057739,0.7015576958656311,-0.01585518755018711,0.33853742480278015,0.6989030241966248,0.00889963936060667,0.3760380148887634,0.7202684283256531,0.01341111771762371,0.40767788887023926,0.7378329634666443,0.0073860264383256435,0.3403264582157135,0.8008347153663635,-0.014523882418870926,0.3413392901420593,0.7831798195838928,0.011710983701050282,0.3732859492301941,0.7980747222900391,0.018978742882609367,0.40711715817451477,0.8152768611907959,0.013821686618030071,0.33986997604370117,0.8886075019836426,-0.013181224465370178,0.3421109914779663,0.8684883117675781,0.00947090145200491,0.3731578290462494,0.8766067028045654,0.0252107884734869,0.40062791109085083,0.8855804204940796,0.0340050533413887
0.5861466526985168,0.8729965686798096,-1.8912430732598295e-08,0.567460298538208,0.7096644043922424,0.0030006449669599533,0.526429295539856,0.580878496170044,-0.007624635007232428,0.48337996006011963,0.45969608426094055,-0.018799779936671257,0.4850751757621765,0.36005493998527527,-0.03040900267660618,0.37485507130622864,0.606681227684021,-0.008740480989217758,0.33554601669311523,0.6010735630989075,0.00840399693697691,0.37479397654533386,0.6265431642532349,0.016247855499386787,0.4052298367023468,0.6423352956771851,0.01769341342151165,0.3456227779388428,0.7008646130561829,-0.010485072620213032,0.3324928283691406,0.6782212257385254,0.01618044078350067,0.37291496992111206,0.6958080530166626,0.021552499383687973,0.40647241473197937,0.716826856136322,0.01707853190600872,0.339944064617157,0.7967305779457092,-0.007013445254415274,0.33547425270080566,0.7621005177497864,0.02296752855181694,0.3701185882091522,0.7762304544448853,0.03053210861980915,0.40544193983078003,0.7969312071800232,0.0255119688808918,0.341932088136673,0.8806789517402649,-0.0034072063863277435,0.34008172154426575,0.8458306789398193,0.02342858724296093,0.3725112974643707,0.8525339365005493,0.03998706489801407,0.4013515114784241,0.8641690015792847,0.048894040286540985
0.5892000794410706,0.8739444017410278,-1.7690739184672566e-07,0.5718182921409607,0.7066638469696045,0.0057840971276164055,0.5391998291015625,0.5764434933662415,-0.004489359445869923,0.4974581301212311,0.4614199995994568,-0.015681147575378418,0.4980035126209259,0.3646160662174225,-0.02765383943915367,0.3956599235534668,0.5941251516342163,-0.012328671291470528,0.3539256751537323,0.6014371514320374,0.0008478921372443438,0.390494704246521,0.6308131814002991,0.005905432626605034,0.4203660190105438,0.647392988204956,0.0054075145162642,0.36079105734825134,0.6861684322357178,-0.01704360917210579,0.34428778290748596,0.6751782894134521,0.006067277863621712,0.38094958662986755,0.6979606747627258,0.010797358117997646,0.4135138988494873,0.7186661958694458,0.0059192124754190445,0.34983932971954346,0.7811214923858643,-0.016110165044665337,0.3384664058685303,0.7539374828338623,0.010635459795594215,0.36971303820610046,0.7709826231002808,0.021286701783537865,0.4041888415813446,0.7914309501647949,0.01864677295088768,0.3496116101741791,0.8665590882301331,-0.014856381341814995,0.34063294529914856,0.8386623859405518,0.007972141727805138,0.3717465102672577,0.8475525379180908,0.026798563078045845,0.4001981019973755,0.8586392998695374,0.03822530061006546
0.5896308422088623,0.8714592456817627,1.8150378977566106e-08,0.5777791142463684,0.7091484069824219,0.0016037080204114318,0.5450495481491089,0.5794093608856201,-0.011479311622679234,0.5088781714439392,0.45970696210861206,-0.025677893310785294,0.5134234428405762,0.3595346212387085,-0.0407528281211853,0.401689738035202,0.5956396460533142,-0.00674608675763011,0.34948381781578064,0.5975846648216248,0.006121957208961248,0.37727171182632446,0.6247864365577698,0.01106796320527792,0.4055393636226654,0.6413455605506897,0.011417459696531296,0.3680603504180908,0.6834991574287415,-0.009575480595231056,0.34681493043899536,0.6723474264144897,0.014346170239150524,0.38070663809776306,0.6921610832214355,0.01866791769862175,0.41310447454452515,0.7114546298980713,0.01406982634216547,0.3558311462402344,0.7779035568237305,-0.008254602551460266,0.34486985206604004,0.7498857975006104,0.019067073240876198,0.37483423948287964,0.7667903900146484,0.026688795536756516,0.40848222374916077,0.7857010364532471,0.022338422015309334,0.35247403383255005,0.86224365234375,-0.0071240575052797794,0.3467481732368469,0.8325918912887573,0.017363453283905983,0.37592431902885437,0.8401249051094055,0.03327476605772972,0.40243202447891235,0.849855363368988,0.042160894721746445
0.5917301177978516,0.870239794254303,6.484739145662388e-08,0.5798056125640869,0.7075481414794922,0.0032700232695788145,0.5441097617149353,0.5739549994468689,-0.009912476874887943,0.5039101243019104,0.4505347013473511,-0.023897072300314903,0.5115025043487549,0.344497948884964,-0.03893691673874855,0.4002368748188019,0.5857734680175781,-0.005816950928419828,0.35127317905426025,0.588721513748169,0.010496322065591812,0.38375115394592285,0.6173802018165588,0.016773592680692673,0.4122436046600342,0.6303154230117798,0.017302848398685455,0.3664047420024872,0.676272451877594,-0.008432665839791298,0.34309816360473633,0.6623051166534424,0.020448846742510796,0.37732458114624023,0.681331992149353,0.02687857300043106,0.4097088873386383,0.6989439725875854,0.022857123985886574,0.3539392650127411,0.7726245522499084,-0.006281837355345488,0.3412947654724121,0.7407958507537842,0.02673664316534996,0.3713528513908386,0.7577996253967285,0.03514448553323746,0.40493497252464294,0.7765927314758301,0.029894664883613586,0.35088104009628296,0.8583163022994995,-0.004179305396974087,0.34399983286857605,0.8254072070121765,0.025803975760936737,0.373384028673172,0.8326078057289124,0.043397556990385056,0.4002549350261688,0.8422282934188843,0.052394263446331024
0.5921962261199951,0.8699267506599426,5.0962142950083944e-08,0.5823443531990051,0.7084248065948486,0.0033248956315219402,0.5460506677627563,0.5734838843345642,-0.008851062506437302,0.5063756704330444,0.449316143989563,-0.02185116335749626,0.5131327509880066,0.3444253206253052,-0.03580787032842636,0.4075862467288971,0.5803658962249756,-0.005307538900524378,0.3502384424209595,0.5824131369590759,0.011154256761074066,0.3751128613948822,0.6134018898010254,0.019427170976996422,0.4023262858390808,0.6275812387466431,0.021799053996801376,0.3716994524002075,0.6702584028244019,-0.007568657398223877,0.3420654237270355,0.6606414914131165,0.021524950861930847,0.3750793933868408,0.6814393401145935,0.03015044517815113,0.40706607699394226,0.6967929005622864,0.027928825467824936,0.35691037774086,0.7672852277755737,-0.005358728114515543,0.33952853083610535,0.7383449077606201,0.027289053425192833,0.36940014362335205,0.7565340399742126,0.03716062754392624,0.4033486843109131,0.7747501134872437,0.03296484053134918,0.35221439599990845,0.8546621203422546,-0.003246176987886429,0.34466424584388733,0.8243846893310547,0.026101430878043175,0.3743509352207184,0.8309394121170044,0.043614670634269714,0.40117594599723816,0.8387728333473206,0.05260130390524864
0.597815990447998,0.8723255395889282,-3.574650691007264e-07,0.5760714411735535,0.7185627222061157,0.005816011689603329,0.5341891050338745,0.5718361735343933,-0.011832703836262226,0.5150001645088196,0.4541928768157959,-0.03138049691915512,0.5294535756111145,0.3589761555194855,-0.05335539951920509,0.4683469831943512,0.5745901465415955,-0.05605218932032585,0.3448883891105652,0.5896887183189392,-0.07093406468629837,0.36884936690330505,0.628044605255127,-0.07078299671411514,0.41006723046302795,0.6338971257209778,-0.06983575969934464,0.45164069533348083,0.6631283760070801,-0.07133985310792923,0.331633597612381,0.6696573495864868,-0.07834666222333908,0.3645355999469757,0.7014968991279602,-0.06555332988500595,0.40880364179611206,0.7095423340797424,-0.061158694326877594,0.438763827085495,0.7574666738510132,-0.08230330049991608,0.33402878046035767,0.7517998814582825,-0.08187501132488251,0.3700931668281555,0.7743847370147705,-0.055947255343198776,0.41338178515434265,0.7816501259803772,-0.04431117698550224,0.429872065782547,0.8525995016098022,-0.09257088601589203,0.347734659910202,0.8330096006393433,-0.08950946480035782,0.38013166189193726,0.8438258171081543,-0.06567956507205963,0.41619306802749634,0.8505160808563232,-0.0506327822804451
